"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val","perc_change_Val","perc_change_lbs"
2009,"TX","BACLIFF",1672274,5333679,6386674,4.19,-3.52
2010,"TX","BACLIFF",845796,2823963,3341326,-47.68,-49.42
2011,"TX","BACLIFF",1217154,4029501,4670681,39.79,43.91
2012,"TX","BACLIFF",1304832,4018073,4571924,-2.11,7.2
2013,"TX","BACLIFF",1071807,3603138,4029242,-11.87,-17.86
2014,"TX","BACLIFF",1071496.7,4301649.54,4722046,17.19,-0.03
2015,"TX","BACLIFF",1804463.59,8225611.71,8940051,89.33,68.41
2016,"TX","BACLIFF",1304371.41,6400001.76,6886872,-22.97,-27.71
2017,"TX","BACLIFF",960114,4844938,5116302,-25.71,-26.39
2018,"LA","BACLIFF",740052,3776589,3894502,-23.88,-22.92
2019,"TX","BACLIFF",224353,1172218,1187518,-69.51,-69.68
2020,"TX","BACLIFF",384901,2004188,2004188,68.77,71.56
1990,"FL","BAGDAD",2295,2080,3720,0,0
1991,"FL","BAGDAD",7297,361315,624961,16700.03,217.95
1992,"FL","BAGDAD",24028,883975,1494935,139.2,229.29
1993,"FL","BAGDAD",26390,630197,1041079,-30.36,9.83
1994,"FL","BAGDAD",36919,60506,97865,-90.6,39.9
1995,"FL","BAGDAD",7452,16584,26272,-73.15,-79.82
1996,"FL","BAGDAD",4096,7965,12392,-52.83,-45.03
1997,"FL","BAGDAD",24858,43829,67031,440.92,506.88
1998,"FL","BAGDAD",17350,27961,42287,-36.91,-30.2
1999,"FL","BAGDAD",19886,34136,50908,20.39,14.62
2000,"FL","BAGDAD",30473,47154,68765,35.08,53.24
2001,"FL","BAGDAD",21800,35208,50212,-26.98,-28.46
2002,"FL","BAGDAD",15486,25840,36288,-27.73,-28.96
2003,"FL","BAGDAD",29133,53514,73695,103.08,88.12
2004,"FL","BAGDAD",6683,12035,16140,-78.1,-77.06
2005,"FL","BAGDAD",2735,5144,6689,-58.56,-59.08
2006,"FL","BAGDAD",7886,19670,24812,270.94,188.34
2007,"FL","BAGDAD",12316,31077,38169,53.83,56.18
2008,"FL","BAGDAD",10915,24821,29912,-21.63,-11.38
2009,"FL","BAGDAD",5788,13605,16291,-45.54,-46.97
2010,"FL","BAGDAD",5136,14697,17390,6.75,-11.26
2011,"FL","BAGDAD",2215,6751,7826,-55,-56.87
2015,"FL","BAGDAD",622,983.5,1069,-86.34,-71.92
2003,"LA","BAKER",100,250,344,0,0
2000,"LA","BALDWIN",3384,3009,4388,0,0
2003,"LA","BALDWIN",20286,32054,44142,905.97,499.47
2004,"LA","BALDWIN",21884,17981,24114,-45.37,7.88
2005,"LA","BALDWIN",10011,22455,29199,21.09,-54.25
2006,"LA","BALDWIN",17426,40280,50809,74.01,74.07
2007,"LA","BALDWIN",14671,35301,43357,-14.67,-15.81
2008,"LA","BALDWIN",7401,24437,29449,-32.08,-49.55
2009,"LA","BALDWIN",18025,48349,57894,96.59,143.55
2010,"LA","BALDWIN",14624,33443,39570,-31.65,-18.87
2011,"LA","BALDWIN",11893,23254,26954,-31.88,-18.67
2012,"LA","BALDWIN",6619,13782,15681,-41.82,-44.35
2013,"LA","BALDWIN",4293,11363,12707,-18.97,-35.14
2014,"LA","BALDWIN",803.5,2811.5,3087,-75.71,-81.28
2015,"LA","BALDWIN",11267,20404,22176,618.37,1302.24
2016,"LA","BALDWIN",705,2219,2387,-89.24,-93.74
2017,"LA","BALDWIN",1793,3645,3849,61.25,154.33
2018,"LA","BALDWIN",1713,5642,5819,51.18,-4.46
2020,"LA","BALDWIN",2085,6408,6408,10.12,21.72
1977,"LA","BARATARIA",2373232,3223309,10972327,0,0
1978,"LA","BARATARIA",2088137,3073929,9775951,-10.9,-12.01
1979,"LA","BARATARIA",1067788,2521641,7405213,-24.25,-48.86
1980,"LA","BARATARIA",2718788,5299495,14273486,92.75,154.62
1981,"LA","BARATARIA",2741645,3995998,9832422,-31.11,0.84
1982,"LA","BARATARIA",2140591,5786278,13409081,36.38,-21.92
1983,"LA","BARATARIA",1170761,2699421,6019851,-55.11,-45.31
1984,"LA","BARATARIA",1289443,2647989,5699508,-5.32,10.14
1985,"LA","BARATARIA",1387199,2498566,5213012,-8.54,7.58
1986,"LA","BARATARIA",838478,1473997,3014654,-42.17,-39.56
1987,"LA","BARATARIA",1862733,2873454,5735014,90.24,122.16
1988,"LA","BARATARIA",627081,1028680,1983147,-65.42,-66.34
1989,"LA","BARATARIA",465720,645681,1197819,-39.6,-25.73
2000,"LA","BARATARIA",266595,747137,1089552,-9.04,-42.76
2001,"LA","BARATARIA",364194,1059909,1511608,38.74,36.61
2002,"LA","BARATARIA",199772,489811,687837,-54.5,-45.15
2003,"LA","BARATARIA",204558,488458,672660,-2.21,2.4
2004,"LA","BARATARIA",69760,125288,168025,-75.02,-65.9
2005,"LA","BARATARIA",75389,83917,109119,-35.06,8.07
2006,"LA","BARATARIA",100961,129620,163503,49.84,33.92
2007,"LA","BARATARIA",94219,148978,182977,11.91,-6.68
2008,"LA","BARATARIA",128506,269178,324386,77.28,36.39
2009,"LA","BARATARIA",214410,368839,441657,36.15,66.85
2010,"LA","BARATARIA",26765,62589,74057,-83.23,-87.52
2011,"LA","BARATARIA",123579,279069,323475,336.79,361.72
2012,"LA","BARATARIA",62983,159821,181850,-43.78,-49.03
2013,"LA","BARATARIA",77168,249760,279296,53.59,22.52
2014,"LA","BARATARIA",94240.24,385187.02,422831,51.39,22.12
2015,"LA","BARATARIA",NA,345041.36,375011,-11.31,NA
2016,"LA","BARATARIA",126729.53,396781.8,426968,13.85,NA
2017,"LA","BARATARIA",NA,409880,432837,1.37,NA
2018,"LA","BARATARIA",144456,431305,444772,2.76,NA
2019,"LA","BARATARIA",92860,263047,266479,-40.09,-35.72
2020,"LA","BARATARIA",118984,295551,295551,10.91,28.13
1993,"FL","BARBERVILLE",2344,1818,3004,0,0
1994,"FL","BARBERVILLE",7664,5156,8340,177.63,226.96
1995,"FL","BARBERVILLE",80,93,147,-98.24,-98.96
1996,"FL","BARBERVILLE",1799,1811,2817,1816.33,2148.75
2013,"FL","BARTOW",2838,12599,14089,0,0
2000,"LA","BASILE",229,575,839,0,0
2003,"LA","BASILE",1537,3632,5002,496.19,571.18
2004,"LA","BASILE",3323,6834,9166,83.25,116.2
2006,"LA","BASILE",2921,6357,8018,-12.52,-12.1
2007,"LA","BASILE",3998,8124,9977,24.43,36.87
2008,"LA","BASILE",2772,6163,7427,-25.56,-30.67
2009,"LA","BASILE",3578,7764,9297,25.18,29.08
2010,"LA","BASILE",905,1933,2287,-75.4,-74.71
2011,"LA","BASILE",3252,7895,9151,300.13,259.34
2012,"LA","BASILE",1623,3635,4136,-54.8,-50.09
2013,"LA","BASILE",1131549,1515918,1695192,40886.27,69619.59
2014,"LA","BASILE",191010,312989,343577,-79.73,-83.12
2015,"LA","BASILE",3900,11408,12398,-96.39,-97.96
2016,"LA","BASILE",236,861,926,-92.53,-93.95
2017,"LA","BASILE",1442,4398,4644,401.51,511.02
2018,"LA","BASILE",1853,12663,13058,181.18,28.5
2019,"LA","BASILE",1025,2346,2377,-81.8,-44.68
2006,"LA","BASTROP",690,1380,1741,0,0
2012,"LA","BASTROP",2165,3338,3798,118.15,213.77
2015,"LA","BASTROP",1343,1352.5,1470,-61.3,-37.97
2018,"LA","BASTROP",12042,6021,6209,322.38,796.65
1977,"LA","BATON ROUGE",865614,578289,1968528,0,0
1978,"LA","BATON ROUGE",1591424,1037926,3300892,67.68,83.85
1979,"LA","BATON ROUGE",510520,562300,1651286,-49.97,-67.92
1980,"LA","BATON ROUGE",3895197,4249138,11444491,593.07,662.99
1981,"LA","BATON ROUGE",837996,698264,1718126,-84.99,-78.49
1982,"LA","BATON ROUGE",438437,622324,1442170,-16.06,-47.68
1983,"LA","BATON ROUGE",120623,205664,458641,-68.2,-72.49
1984,"LA","BATON ROUGE",8940,10715,23062,-94.97,-92.59
1986,"LA","BATON ROUGE",123676,220426,450821,1854.82,1283.4
1987,"LA","BATON ROUGE",141136,291708,582209,29.14,14.12
1988,"LA","BATON ROUGE",76905,123382,237863,-59.14,-45.51
1989,"LA","BATON ROUGE",50575,80457,149257,-37.25,-34.24
1991,"LA","BATON ROUGE",400,420,726,-99.51,-99.21
1992,"LA","BATON ROUGE",8578,18396,31110,4185.12,2044.5
1993,"LA","BATON ROUGE",15374,33092,54668,75.72,79.23
1999,"LA","BATON ROUGE",174675,363332,541855,891.17,1036.17
2000,"LA","BATON ROUGE",1464536,3184336,4643722,757,738.43
2001,"LA","BATON ROUGE",1283608,2661903,3796322,-18.25,-12.35
2002,"LA","BATON ROUGE",1111275,2426133,3406994,-10.26,-13.43
2003,"LA","BATON ROUGE",970664,2314818,3187767,-6.43,-12.65
2004,"LA","BATON ROUGE",816162,2073119,2780285,-12.78,-15.92
2005,"LA","BATON ROUGE",618885,1688054,2195025,-21.05,-24.17
2006,"LA","BATON ROUGE",1838878,3291408,4151807,89.15,197.13
2007,"LA","BATON ROUGE",1492679,3252760,3995078,-3.77,-18.83
2008,"LA","BATON ROUGE",1373953,2652849,3196940,-19.98,-7.95
2009,"LA","BATON ROUGE",1049348,3900238,4670237,46.08,-23.63
2010,"LA","BATON ROUGE",738288,3321910,3930497,-15.84,-29.64
2011,"LA","BATON ROUGE",673873,3109630,3604439,-8.3,-8.72
2012,"LA","BATON ROUGE",659308,3053360,3474236,-3.61,-2.16
2013,"LA","BATON ROUGE",423246,1977763,2211652,-36.34,-35.8
2014,"LA","BATON ROUGE",174814.02,1034397.4,1135488,-48.66,-58.7
2015,"LA","BATON ROUGE",NA,1591576.8,1729815,52.34,NA
2016,"LA","BATON ROUGE",NA,1748022.6,1881001,8.74,NA
2017,"LA","BATON ROUGE",529902,3310690,3496121,85.86,NA
2018,"LA","BATON ROUGE",212724,1338050,1379827,-60.53,-59.86
2019,"LA","BATON ROUGE",200147,1229653,1245703,-9.72,-5.91
2020,"LA","BATON ROUGE",NA,11100,11100,-99.11,NA
2003,"TX","BAY CITY",1721,3463,4769,0,0
2004,"TX","BAY CITY",2920,10747,14413,202.22,69.67
2005,"TX","BAY CITY",3351,8634,11227,-22.11,14.76
2008,"TX","BAY CITY",20011,56088,67591,502.04,497.17
2009,"TX","BAY CITY",78696,216652,259424,283.81,293.26
2010,"TX","BAY CITY",111418,288962,341901,31.79,41.58
2011,"TX","BAY CITY",95077,264720,306843,-10.25,-14.67
2012,"TX","BAY CITY",94178,264513,300974,-1.91,-0.95
2013,"TX","BAY CITY",36860,114223,127732,-57.56,-60.86
2014,"TX","BAY CITY",141908.14,554745,608960,376.75,284.99
2015,"TX","BAY CITY",116313.02,447016,485841,-20.22,-18.04
2016,"TX","BAY CITY",186348.6,769224,827742,70.37,60.21
2017,"TX","BAY CITY",167938,667282,704657,-14.87,-9.88
2018,"TX","BAY CITY",210968,741160,764300,8.46,25.62
2019,"TX","BAY CITY",206754,645298,653721,-14.47,-2
2020,"TX","BAY CITY",143505,387624,387624,-40.7,-30.59
2000,"AL","BAY MINETTE",33617,81259,118501,0,0
2001,"AL","BAY MINETTE",32903,55149,78652,-33.63,-2.12
2002,"AL","BAY MINETTE",36275,51759,72684,-7.59,10.25
2003,"AL","BAY MINETTE",39091,54991,75729,4.19,7.76
2004,"AL","BAY MINETTE",9883,12400,16630,-78.04,-74.72
2005,"AL","BAY MINETTE",31884,50972,66280,298.56,222.61
2006,"AL","BAY MINETTE",39650,41094,51836,-21.79,24.36
2007,"AL","BAY MINETTE",60016,90220,110809,113.77,51.36
2008,"AL","BAY MINETTE",3206,3206,3864,-96.51,-94.66
2009,"AL","BAY MINETTE",3718,4828,5781,49.61,15.97
2010,"AL","BAY MINETTE",7860,8992,10639,84.03,111.4
2014,"AL","BAY MINETTE",4627,9300,10209,-4.04,-41.13
2016,"AL","BAY MINETTE",1005,1005.9,1082,-89.4,-78.28
2017,"AL","BAY MINETTE",221,221,233,-78.47,-78.01
1981,"MS","BAY SAINT LOUIS",103991,91362,224802,0,0
1982,"MS","BAY SAINT LOUIS",196189,279557,647844,188.18,88.66
1983,"MS","BAY SAINT LOUIS",134957,198162,441911,-31.79,-31.21
1984,"MS","BAY SAINT LOUIS",225352,241198,519153,17.48,66.98
1985,"MS","BAY SAINT LOUIS",522244,506631,1057036,103.61,131.75
1986,"MS","BAY SAINT LOUIS",725567,1058431,2164728,104.79,38.93
1987,"MS","BAY SAINT LOUIS",613718,1027317,2050382,-5.28,-15.42
1988,"MS","BAY SAINT LOUIS",548625,674117,1299601,-36.62,-10.61
1989,"MS","BAY SAINT LOUIS",615874,841111,1560364,20.06,12.26
1990,"MS","BAY SAINT LOUIS",621949,794964,1421543,-8.9,0.99
1991,"MS","BAY SAINT LOUIS",375428,510735,883413,-37.86,-39.64
1992,"MS","BAY SAINT LOUIS",704988,988664,1671981,89.26,87.78
1993,"MS","BAY SAINT LOUIS",1239232,1465228,2420540,44.77,75.78
1994,"MS","BAY SAINT LOUIS",689606,1328563,2148909,-11.22,-44.35
1995,"MS","BAY SAINT LOUIS",1671285,2256611,3574986,66.36,142.35
1996,"MS","BAY SAINT LOUIS",938996,1121494,1744758,-51.2,-43.82
1997,"MS","BAY SAINT LOUIS",1168065,1774369,2713676,55.53,24.4
1998,"MS","BAY SAINT LOUIS",1044692,1433014,2167234,-20.14,-10.56
1999,"MS","BAY SAINT LOUIS",1775697,2146399,3201030,47.7,69.97
2000,"MS","BAY SAINT LOUIS",879300,1873524,2732162,-14.65,-50.48
2001,"MS","BAY SAINT LOUIS",1950919,3014115,4298636,57.33,121.87
2002,"MS","BAY SAINT LOUIS",2129028,2948271,4140228,-3.69,9.13
2003,"MS","BAY SAINT LOUIS",1941079,2105436,2899424,-29.97,-8.83
2004,"MS","BAY SAINT LOUIS",1868711,1636586,2194845,-24.3,-3.73
2005,"MS","BAY SAINT LOUIS",201822,261207,339655,-84.52,-89.2
2006,"MS","BAY SAINT LOUIS",847,6096,7689,-97.74,-99.58
2007,"MS","BAY SAINT LOUIS",133556,438909,539074,6910.98,15668.12
2008,"MS","BAY SAINT LOUIS",722446,1884981,2271585,321.39,440.93
2009,"MS","BAY SAINT LOUIS",630575,1729012,2070360,-8.86,-12.72
2010,"MS","BAY SAINT LOUIS",432853,1249552,1478475,-28.59,-31.36
2012,"MS","BAY SAINT LOUIS",148366,522876,594948,-59.76,-65.72
2013,"MS","BAY SAINT LOUIS",111176,423235,473287,-20.45,-25.07
2014,"MS","BAY SAINT LOUIS",62253,310096,340400,-28.08,-44.01
2015,"MS","BAY SAINT LOUIS",261975,90096,97921,-71.23,320.82
2016,"MS","BAY SAINT LOUIS",85174,89751,96578,-1.37,-67.49
2017,"MS","BAY SAINT LOUIS",26160,65922,69615,-27.92,-69.29
2018,"LA","BAY SAINT LOUIS",847,19470,20078,-71.16,-96.76
2018,"MS","BAY SAINT LOUIS",261409,118489,122188,508.57,30762.93
2019,"MS","BAY SAINT LOUIS",15686,59874,60654,-50.36,-94
2020,"MS","BAY SAINT LOUIS",17741,38414,38414,-36.67,13.1
2020,"LA","BAYOU L'OURSE",314,662,662,0,0
1977,"AL","BAYOU LA BATRE",9386658,13615361,46347462,0,0
1978,"AL","BAYOU LA BATRE",13902032,21810544,69363602,49.66,48.1
1979,"AL","BAYOU LA BATRE",14375634,33333751,97890041,41.13,3.41
1980,"AL","BAYOU LA BATRE",6425337,13825072,37235997,-61.96,-55.3
1981,"AL","BAYOU LA BATRE",11762652,20557473,50583039,35.84,83.07
1982,"AL","BAYOU LA BATRE",9710845,24369104,56472793,11.64,-17.44
1983,"AL","BAYOU LA BATRE",9388548,24170913,53902419,-4.55,-3.32
1984,"AL","BAYOU LA BATRE",10812688,23807191,51242386,-4.93,15.17
1985,"AL","BAYOU LA BATRE",12642436,23206704,48418506,-5.51,16.92
1986,"AL","BAYOU LA BATRE",15370233,36956141,75583591,56.1,21.58
1987,"AL","BAYOU LA BATRE",10985346,26122351,52136567,-31.02,-28.53
1988,"AL","BAYOU LA BATRE",9578835,23543142,45387791,-12.94,-12.8
1989,"AL","BAYOU LA BATRE",11358744,23367054,43348772,-4.49,18.58
1990,"AL","BAYOU LA BATRE",8324674,17208263,30771556,-29.01,-26.71
1991,"AL","BAYOU LA BATRE",9318200,20522185,35496956,15.36,11.93
1992,"AL","BAYOU LA BATRE",6668847,16397853,27731240,-21.88,-28.43
1993,"AL","BAYOU LA BATRE",8740263,18951598,31307822,12.9,31.06
1994,"AL","BAYOU LA BATRE",10358401,28931305,46795451,49.47,18.51
1995,"AL","BAYOU LA BATRE",12782078,29699758,47051187,0.55,23.4
1996,"AL","BAYOU LA BATRE",10564816,22030841,34274345,-27.16,-17.35
1997,"AL","BAYOU LA BATRE",8932902,25516034,39023592,13.86,-15.45
1998,"AL","BAYOU LA BATRE",13068796,31184917,47162853,20.86,46.3
1999,"AL","BAYOU LA BATRE",12878051,33390412,49796775,5.58,-1.46
2000,"AL","BAYOU LA BATRE",16109519,47582060,69389005,39.34,25.09
2001,"AL","BAYOU LA BATRE",12279537,29457045,42010708,-39.46,-23.77
2002,"AL","BAYOU LA BATRE",10103880,20199611,28366110,-32.48,-17.72
2003,"AL","BAYOU LA BATRE",10945238,20471694,28191845,-0.61,8.33
2004,"AL","BAYOU LA BATRE",12840114,22601715,30311445,7.52,17.31
2005,"AL","BAYOU LA BATRE",12210515,23574074,30654058,1.13,-4.9
2006,"AL","BAYOU LA BATRE",20483149,31358900,39556355,29.04,67.75
2007,"AL","BAYOU LA BATRE",17378994,31550671,38750908,-2.04,-15.15
2008,"AL","BAYOU LA BATRE",14675696,31348151,37777547,-2.51,-15.55
2009,"AL","BAYOU LA BATRE",19509273,27924271,33437187,-11.49,32.94
2010,"AL","BAYOU LA BATRE",7826280,17867579,21140993,-36.77,-59.88
2011,"AL","BAYOU LA BATRE",14935494,34310444,39769972,88.12,90.84
2012,"AL","BAYOU LA BATRE",14545393,30285883,34460489,-13.35,-2.61
2013,"AL","BAYOU LA BATRE",13995823,41334378,46222554,34.13,-3.78
2014,"AL","BAYOU LA BATRE",16244945,53365625.35,58580998,26.74,16.07
2015,"AL","BAYOU LA BATRE",17248163,36900051.54,40105032,-31.54,6.18
2016,"AL","BAYOU LA BATRE",16149621,42142838.37,45348785,13.08,-6.37
2017,"AL","BAYOU LA BATRE",17583468,44476471,46967590,3.57,8.88
2018,"AL","BAYOU LA BATRE",21085235,47973747,49471577,5.33,19.92
2019,"AL","BAYOU LA BATRE",13166444,33317323,33752191,-31.77,-37.56
2020,"AL","BAYOU LA BATRE",15744321,38693615,38693615,14.64,19.58
2018,"LA","BAYOU LOURSE",562,951,980,0,0
2019,"LA","BAYOU LOURSE",450,730,740,-24.49,-19.93
2002,"LA","BAYOU VISTA",167,418,587,0,0
2008,"TX","BAYSIDE",996,830,1000,0,0
2009,"TX","BAYSIDE",858,715,856,-14.4,-13.86
2010,"TX","BAYSIDE",720,600,710,-17.06,-16.08
2011,"TX","BAYSIDE",948,790,916,29.01,31.67
2012,"TX","BAYSIDE",1065,1345,1530,67.03,12.34
2013,"TX","BAYSIDE",1332,1462,1635,6.86,25.07
2014,"TX","BAYSIDE",1195,1377.5,1512,-7.52,-10.29
2015,"TX","BAYSIDE",1100,1592.5,1731,14.48,-7.95
2016,"TX","BAYSIDE",855,912.5,982,-43.27,-22.27
2017,"TX","BAYSIDE",410,615,649,-33.91,-52.05
1977,"TX","BAYTOWN",18346,12770,43470,0,0
1978,"TX","BAYTOWN",6004,3518,11188,-74.26,-67.27
1979,"TX","BAYTOWN",82,103,302,-97.3,-98.63
1980,"TX","BAYTOWN",9788,20368,54859,18065.23,11836.59
1984,"TX","BAYTOWN",351828,290562,625403,1040.02,3494.48
1985,"TX","BAYTOWN",176016,156366,326242,-47.83,-49.97
1986,"TX","BAYTOWN",172066,157965,323073,-0.97,-2.24
1987,"TX","BAYTOWN",390757,411032,820362,153.92,127.1
1988,"TX","BAYTOWN",205980,212144,408984,-50.15,-47.29
1989,"TX","BAYTOWN",94989,69623,129160,-68.42,-53.88
1990,"TX","BAYTOWN",122126,108262,193592,49.89,28.57
1991,"TX","BAYTOWN",74023,65342,113022,-41.62,-39.39
1992,"TX","BAYTOWN",194895,214839,363325,221.46,163.29
1993,"TX","BAYTOWN",138371,134318,221891,-38.93,-29
1994,"TX","BAYTOWN",132589,191067,309044,39.28,-4.18
1995,"TX","BAYTOWN",358517,474402,751561,143.19,170.4
1996,"TX","BAYTOWN",467302,2190865,3408426,353.51,30.34
1997,"TX","BAYTOWN",315243,665472,1017756,-70.14,-32.54
1998,"TX","BAYTOWN",336960,360063,544545,-46.5,6.89
1999,"TX","BAYTOWN",463418,914113,1363263,150.35,37.53
2000,"TX","BAYTOWN",419482,704059,1026729,-24.69,-9.48
2001,"TX","BAYTOWN",61308,152260,217148,-78.85,-85.38
2002,"TX","BAYTOWN",301797,335476,471106,116.95,392.26
2003,"TX","BAYTOWN",278052,224071,308571,-34.5,-7.87
2004,"TX","BAYTOWN",118271,100160,134326,-56.47,-57.46
2005,"TX","BAYTOWN",292133,322548,419418,212.24,147
2006,"TX","BAYTOWN",193741,132953,167708,-60.01,-33.68
2008,"TX","BAYTOWN",99018,75860,91419,-45.49,-48.89
2009,"TX","BAYTOWN",1283,2615,3131,-96.58,-98.7
2010,"TX","BAYTOWN",118640,89038,105350,3264.74,9147.08
2011,"TX","BAYTOWN",144646,138696,160766,52.6,21.92
2012,"TX","BAYTOWN",87932,92075,104766,-34.83,-39.21
2013,"TX","BAYTOWN",97284,150407,168194,60.54,10.64
2014,"TX","BAYTOWN",135565,186731,204980,21.87,39.35
2015,"TX","BAYTOWN",101273,60586,65848,-67.88,-25.3
2016,"TX","BAYTOWN",23109,24218,26060,-60.42,-77.18
2017,"TX","BAYTOWN",11174,11545,12192,-53.22,-51.65
2008,"TX","BEAUMONT",4298,4646,5599,0,0
2009,"TX","BEAUMONT",4120,4718,5649,0.89,-4.14
2005,"LA","BELL CITY",465,368,479,0,0
2009,"LA","BELL CITY",2274,6130,7340,1432.36,389.03
2010,"LA","BELL CITY",31443,61707,73011,894.7,1282.72
2011,"LA","BELL CITY",1195,3585,4155,-94.31,-96.2
2013,"LA","BELL CITY",3575,12745,14252,243.01,199.16
2014,"LA","BELL CITY",2851,11415,12531,-12.08,-20.25
2015,"LA","BELL CITY",9951,35658,38756,209.28,249.04
2016,"LA","BELL CITY",7352,25034,26938,-30.49,-26.12
2017,"LA","BELL CITY",399,1200,1267,-95.3,-94.57
2018,"LA","BELL CITY",2092,7804,8047,535.12,424.31
1978,"LA","BELLE CHASSE",205478,94473,300450,0,0
1982,"LA","BELLE CHASSE",352645,496187,1149860,282.71,71.62
1983,"LA","BELLE CHASSE",217074,248366,553870,-51.83,-38.44
1984,"LA","BELLE CHASSE",265590,223076,480147,-13.31,22.35
1985,"LA","BELLE CHASSE",599691,426819,890516,85.47,125.8
1986,"LA","BELLE CHASSE",30161,38013,77745,-91.27,-94.97
1987,"LA","BELLE CHASSE",648651,1031341,2058413,2547.65,2050.63
1988,"LA","BELLE CHASSE",649542,1066459,2055979,-0.12,0.14
1989,"LA","BELLE CHASSE",387289,641440,1189950,-42.12,-40.38
1990,"LA","BELLE CHASSE",498004,726053,1298317,9.11,28.59
1991,"LA","BELLE CHASSE",629782,1154697,1997265,53.83,26.46
1992,"LA","BELLE CHASSE",416404,714981,1209141,-39.46,-33.88
1993,"LA","BELLE CHASSE",298595,558385,922445,-23.71,-28.29
1994,"LA","BELLE CHASSE",134335,203679,329444,-64.29,-55.01
1995,"LA","BELLE CHASSE",184326,340522,539464,63.75,37.21
1996,"LA","BELLE CHASSE",204225,376996,586509,8.72,10.8
1997,"LA","BELLE CHASSE",83476,180962,276759,-52.81,-59.13
1998,"LA","BELLE CHASSE",43374,61243,92621,-66.53,-48.04
1999,"LA","BELLE CHASSE",16767,9451,14094,-84.78,-61.34
2000,"LA","BELLE CHASSE",263166,141811,206803,1367.31,1469.55
2001,"LA","BELLE CHASSE",453010,542207,773279,273.92,72.14
2002,"LA","BELLE CHASSE",2538178,2809837,3945827,410.27,460.29
2003,"LA","BELLE CHASSE",5301935,5584828,7690942,94.91,108.89
2004,"LA","BELLE CHASSE",6237243,5822487,7808609,1.53,17.64
2005,"LA","BELLE CHASSE",2327726,2749265,3574949,-54.22,-62.68
2006,"LA","BELLE CHASSE",4771451,3899340,4918657,37.59,104.98
2007,"LA","BELLE CHASSE",4276953,5272995,6476355,31.67,-10.36
2008,"LA","BELLE CHASSE",2672297,4380242,5278612,-18.49,-37.52
2009,"LA","BELLE CHASSE",2224547,2501642,2995526,-43.25,-16.76
2010,"LA","BELLE CHASSE",3410519,4837771,5724069,91.09,53.31
2011,"LA","BELLE CHASSE",2818320,4335313,5025155,-12.21,-17.36
2012,"LA","BELLE CHASSE",2808680,4226876,4809509,-4.29,-0.34
2013,"LA","BELLE CHASSE",2855273,7224694,8079081,67.98,1.66
2014,"LA","BELLE CHASSE",3960775.97,13082910.44,14361490,77.76,38.72
2015,"LA","BELLE CHASSE",2913226.78,8920513.3,9695311,-32.49,-26.45
2016,"LA","BELLE CHASSE",3177842.8,8494582.95,9140796,-5.72,9.08
2017,"LA","BELLE CHASSE",2555670,8345494,8812924,-3.59,-19.58
2018,"LA","BELLE CHASSE",2850568,8185376,8440943,-4.22,11.54
2019,"LA","BELLE CHASSE",2029763,3592847,3639742,-56.88,-28.79
2020,"LA","BELLE CHASSE",5209359,8329223,8329223,128.84,156.65
1995,"FL","BELLE GLADE",10265,10744,17021,0,0
2000,"LA","BELLE ROSE",270,378,551,0,0
2001,"LA","BELLE ROSE",379,912,1301,136.12,40.37
2002,"LA","BELLE ROSE",690,828,1163,-10.61,82.06
2003,"LA","BELLE ROSE",1272,2491,3430,194.93,84.35
2004,"LA","BELLE ROSE",399,800,1073,-68.72,-68.63
2006,"LA","BELLE ROSE",100,160,202,-81.17,-74.94
2007,"LA","BELLE ROSE",225,319,392,94.06,125
2008,"LA","BELLE ROSE",4195,8352,10065,2467.6,1764.44
2009,"LA","BELLE ROSE",995,1127,1350,-86.59,-76.28
2010,"LA","BELLE ROSE",2561,7125,8430,524.44,157.39
2011,"LA","BELLE ROSE",250,410,475,-94.37,-90.24
2012,"LA","BELLE ROSE",35764,122138,138974,29157.68,14205.6
2013,"LA","BELLE ROSE",245,2500,2796,-97.99,-99.31
2014,"LA","BELLE ROSE",150,451,495,-82.3,-38.78
2015,"LA","BELLE ROSE",120,435,473,-4.44,-20
2016,"LA","BELLE ROSE",545,1734.8,1867,294.71,354.17
2001,"FL","BELLEVIEW",35,90,128,0,0
2002,"FL","BELLEVIEW",892,1750,2458,1820.31,2448.57
1977,"LA","BERWICK",389005,651574,2217995,0,0
1978,"LA","BERWICK",526396,1014285,3225709,45.43,35.32
1979,"LA","BERWICK",557242,1452978,4266909,32.28,5.86
1980,"LA","BERWICK",61309,133012,358250,-91.6,-89
1981,"LA","BERWICK",438802,1006214,2475857,591.1,615.72
1982,"LA","BERWICK",46124,142435,330078,-86.67,-89.49
1983,"LA","BERWICK",20554,42311,94356,-71.41,-55.44
1984,"LA","BERWICK",216701,185502,399273,323.16,954.3
1985,"LA","BERWICK",64915,39907,83262,-79.15,-70.04
1986,"LA","BERWICK",226791,280440,573562,588.86,249.37
1987,"LA","BERWICK",299924,353265,705067,22.93,32.25
1988,"LA","BERWICK",428325,371194,715609,1.5,42.81
1989,"LA","BERWICK",74425,69802,129491,-81.9,-82.62
1990,"LA","BERWICK",171824,159995,286100,120.94,130.87
1991,"LA","BERWICK",131479,148995,257715,-9.92,-23.48
1992,"LA","BERWICK",260929,230021,389000,50.94,98.46
1993,"LA","BERWICK",121894,99727,164748,-57.65,-53.28
